,source,text,retweet_count,favorite_count,is_retweet,id_str,date,time,hour
24,Twitter for iPhone,Robert Mueller came to the Oval Office (along with other potential candidates) seeking to be named the Director of the FBI. He had already been in that position for 12 years I told him NO. The next day he was named Special Counsel - A total Conflict of Interest. NICE!,27304.0,101121.0,False,1.13412e+18,2019-05-30,15:34:00,15
25,Twitter for iPhone,“Comey and Brennan are turning on each other.”  @kilmeade,15412.0,66318.0,False,1.13411e+18,2019-05-30,14:41:00,14
26,Twitter for iPhone,Congressman John Ratcliffe “The Trump Campaign clearly did not conspire or collude.” @FoxNews,14424.0,64311.0,False,1.13409e+18,2019-05-30,13:41:00,13
27,Twitter for iPhone,Russia Russia Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner the Fake News Media.....,27082.0,118033.0,False,1.13407e+18,2019-05-30,11:57:00,11
28,Twitter for iPhone,....say he fought back against this phony crime that didn’t exist this horrendous false accusation and he shouldn’t fight back he should just sit back and take it. Could this be Obstruction? No Mueller didn’t find Obstruction either. Presidential Harassment!,22154.0,104244.0,False,1.13407e+18,2019-05-30,11:57:00,11
29,Twitter for iPhone,Russia Russia Russia! That’s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappeared because I had nothing to do with Russia helping me to get elected. It was a crime that didn’t exist. So now the Dems and their partner the Fake News Media.....,3073.0,11986.0,False,1.13406e+18,2019-05-30,11:38:00,11
30,Twitter for iPhone,....say he fought back against this phony crime that didn’t exist this horrendous false acquisition and he shouldn’t fight back he should just sit back and take it. Could this be Obstruction? No Mueller didn’t find Obstruction either. Presidential Harassment!,2974.0,11719.0,False,1.13406e+18,2019-05-30,11:38:00,11
31,Twitter for iPhone,The Greatest Presidential Harassment in history. After spending $40000000 over two dark years with unlimited access people resources and cooperation highly conflicted Robert Mueller would have brought charges if he had ANYTHING but there were no charges to bring!,24953.0,102101.0,False,1.13406e+18,2019-05-30,11:21:00,11
32,Twitter for iPhone,I was not informed about anything having to do with the Navy Ship USS John S. McCain during my recent visit to Japan. Nevertheless @FLOTUS and I loved being with our great Military Men and Women - what a spectacular job they do!,20132.0,98366.0,False,1.1339e+18,2019-05-30,00:59:00,0
33,Twitter for iPhone,Great show tonight @seanhannity you really get it (9:00 P.M. @FoxNews) that’s why you’re Number One (by far)! Also please tell Mark Levin congrats on having the Number One book!,15450.0,70745.0,False,1.1339e+18,2019-05-30,00:46:00,0
34,Twitter for iPhone,How do you impeach a Republican President for a crime that was committed by the Democrats? WITCH-HUNT!,42820.0,176400.0,False,1.13389e+18,2019-05-30,00:32:00,0
35,Twitter for iPhone,RT @PressSec: White House Statement on Mueller statement today: https://t.co/f5TXzf3Qpd,17559.0,0.0,True,1.13379e+18,2019-05-29,17:23:00,17
36,Twitter for iPhone,RT @kayleighmcenany: “Now it’s time to turn to the origins of the Russia hoax and get to the bottom of why the Trump campaign was spied on…,12483.0,0.0,True,1.13379e+18,2019-05-29,17:21:00,17
37,Twitter for iPhone,Nothing changes from the Mueller Report. There was insufficient evidence and therefore in our Country a person is innocent. The case is closed! Thank you.,38238.0,161246.0,False,1.13376e+18,2019-05-29,15:37:00,15
38,Twitter for iPhone,...If Alabama does not elect a Republican to the Senate in 2020 many of the incredible gains that we have made during my Presidency may be lost including our Pro-Life victories. Roy Moore cannot win and the consequences will be devastating....Judges and Supreme Court Justices!,20312.0,89554.0,False,1.1337e+18,2019-05-29,11:40:00,11
39,Twitter for iPhone,Republicans cannot allow themselves to again lose the Senate seat in the Great State of Alabama. This time it will be for Six Years not just Two. I have NOTHING against Roy Moore and unlike many other Republican leaders wanted him to win. But he didn’t and probably won’t.....,21347.0,96763.0,False,1.1337e+18,2019-05-29,11:40:00,11
40,Twitter for iPhone,RT @realDonaldTrump: GOD BLESS THE USA🇺🇸 https://t.co/Y8HRT6wnWZ,35716.0,0.0,True,1.13357e+18,2019-05-29,03:14:00,3
41,Twitter for iPhone,THANK YOU JAPAN!🇺🇸🇯🇵 https://t.co/ZvzEL8iQsi,63619.0,269124.0,False,1.13353e+18,2019-05-29,00:33:00,0
42,Twitter for iPhone,Back from Japan after a very successful trip. Big progress on MANY fronts. A great country with a wonderful leader in Prime Minister Abe!,19540.0,103777.0,False,1.13353e+18,2019-05-29,00:22:00,0
43,Twitter for iPhone,I was actually sticking up for Sleepy Joe Biden while on foreign soil. Kim Jong Un called him a “low IQ idiot” and many other things whereas I related the quote of Chairman Kim as a much softer “low IQ individual.” Who could possibly be upset with that?,26954.0,129616.0,False,1.13349e+18,2019-05-28,21:58:00,21
44,Twitter for iPhone,Just spoke to Governor @AsaHutchinson of the Great State of Arkansas to inform him that FEMA and the Federal Government will do whatever is necessary to help out with what has turned out to be Record Flooding. Asa and local officials are doing a great job!,11942.0,56419.0,False,1.13348e+18,2019-05-28,21:24:00,21
45,Twitter for iPhone,.@GovMikeDeWine just updated me on the devastation from the many tornadoes that struck Ohio early this morning. My Administration fully supports the people of the great State of Ohio as they begin the cleanup and recovery.,11959.0,59481.0,False,1.13346e+18,2019-05-28,19:40:00,19
46,Twitter for iPhone,Storms overnight across Ohio and many other States were very dangerous and damaging. My team continues to update me with reports from emergency managers in the States affected. Listen to your local officials and be resilient. We are with you!,15366.0,80372.0,False,1.13346e+18,2019-05-28,19:38:00,19
47,Twitter for iPhone,GOD BLESS THE USA🇺🇸 https://t.co/Y8HRT6wnWZ,35716.0,159450.0,False,1.13335e+18,2019-05-28,12:39:00,12
48,Twitter for iPhone,RT @kantei: 【SNS投稿】「本日、トランプ大統領と共に、海上自衛隊の護衛艦「かが」を訪問しました。日米両国の首脳が揃って、自衛隊、米軍を激励するのは、史上初めてのことです。」総理メッセージの続きはhttps://t.co/HLWIQcmaH7https://t.…,7350.0,0.0,True,1.13334e+18,2019-05-28,12:07:00,12
49,Twitter for iPhone,Spoke with @GovStitt of Oklahoma last night from Japan because of the devastating tornadoes. Told him that @FEMA and the federal government are fully behind him and the great people of Oklahoma.,13243.0,64408.0,False,1.13328e+18,2019-05-28,08:11:00,8
50,Twitter for iPhone,RT @USForcesJapan: LIVE remarks from @POTUS Donald J. Trump aboard #USSWasp in #Japan! https://t.co/BIliRI025v,11152.0,0.0,True,1.1332e+18,2019-05-28,02:25:00,2
51,Twitter for iPhone,Can’t wait to see you all soon! https://t.co/KKAw4hqqx5,19931.0,91334.0,False,1.13317e+18,2019-05-28,00:36:00,0
52,Twitter for iPhone,RT @MZHemingway: EXCITING NEWS: I've written a book on the Kavanaugh confirmation with the inimitable @JCNSeverino. A behind-the-scenes loo…,6381.0,0.0,True,1.13315e+18,2019-05-27,23:05:00,23
53,Twitter for iPhone,I will be making two stops this morning in Japan to visit with our Great Military then a quick stop in Alaska and back to D.C. Meetings with Prime Minister Abe went very well and getting to spend time with the new Emperor and Empress of Japan was a great honor!,17165.0,89789.0,False,1.13315e+18,2019-05-27,22:57:00,22
54,Twitter for iPhone,Anyone associated with the 1994 Crime Bill will not have a chance of being elected. In particular African Americans will not be able to vote for you. I on the other hand was responsible for Criminal Justice Reform which had tremendous support &amp; helped fix the bad 1994 Bill!,22806.0,98088.0,False,1.13314e+18,2019-05-27,22:35:00,22
55,Twitter for iPhone,....Super Predator was the term associated with the 1994 Crime Bill that Sleepy Joe Biden was so heavily involved in passing. That was a dark period in American History but has Sleepy Joe apologized? No!,22061.0,82239.0,False,1.13312e+18,2019-05-27,21:16:00,21
56,Twitter for iPhone,Anyone associated with the 1994 Crime Bill will not have a chance of being elected. In particular African Americans will not be ble to vote for you. I on the other hand was responsible for Criminal Justice Reform which had tremendous support and helped fix the bad 1994 Bill!,8242.0,29265.0,False,1.13312e+18,2019-05-27,21:08:00,21
57,Twitter for iPhone,Hoping things will work out with Israel's coalition formation and Bibi and I can continue to make the alliance between America and Israel stronger than ever. A lot more to do!,18808.0,95649.0,False,1.13303e+18,2019-05-27,15:24:00,15
58,Twitter for iPhone,https://t.co/BmmWXDFMQP,24033.0,105323.0,False,1.13302e+18,2019-05-27,14:33:00,14
59,Twitter for iPhone,Liz Cheney: Statements by agents investigating Trump 'could well be treason' https://t.co/ViG9DSrsXY,18229.0,64483.0,False,1.13301e+18,2019-05-27,13:56:00,13
60,Twitter for iPhone,RT @japantimes: U.S. President Donald Trump becomes first foreign leader to meet Japan's Emperor Naruhito. https://t.co/X9Hu4wH3Jz,9983.0,0.0,True,1.133e+18,2019-05-27,13:35:00,13
61,Twitter for iPhone,#MemorialDay🇺🇸 https://t.co/FmwhvPvvQU,20512.0,83312.0,False,1.13299e+18,2019-05-27,12:57:00,12
62,Twitter for iPhone,https://t.co/lZRn4j8SpD,30712.0,116136.0,False,1.13299e+18,2019-05-27,12:54:00,12
63,Twitter for iPhone,The Dems are getting NOTHING done in Congress! They only want a Do-Over on Mueller!,17985.0,81082.0,False,1.13294e+18,2019-05-27,09:13:00,9
64,Twitter for iPhone,Impeach for what having created perhaps the greatest Economy in our Country’s history rebuilding our Military taking care of our Vets (Choice) Judges Best Jobs Numbers Ever and much more? Dems are Obstructionists! https://t.co/NrTIxU9ZnA,24484.0,93046.0,False,1.13294e+18,2019-05-27,09:10:00,9
65,Twitter for iPhone,.@ianbremmer now admits that he MADE UP “a completely ludicrous quote” attributing it to me. This is what’s going on in the age of Fake News. People think they can say anything and get away with it. Really the libel laws should be changed to hold Fake News Media accountable!,24724.0,90206.0,False,1.13293e+18,2019-05-27,08:57:00,8
66,Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump and Prime Minister @AbeShinzo met for bilateral meetings and a working lunch at Akasaka Palace.…,9683.0,0.0,True,1.13291e+18,2019-05-27,07:30:00,7
67,Twitter for iPhone,RT @usembassytokyo: トランプ大統領とメラニア夫人は、天皇、皇后両陛下との会見に臨みました。@POTUS &amp; @FLOTUS were received by Their Majesties the Emperor and Empress of Japan.…,11837.0,0.0,True,1.13285e+18,2019-05-27,03:27:00,3
68,Twitter for iPhone,Great evening last night thank you! https://t.co/wPjj3yaaru,17284.0,86897.0,False,1.13285e+18,2019-05-27,03:27:00,3
69,Twitter for iPhone,RT @usembassytokyo: トランプ大統領は安倍首相と共に皇居での歓迎式典に出席しました。@POTUS &amp; @AbeShinzo at the Imperial Palace for the Welcome Ceremony. #POTUSinJapan 🇺🇸🇯🇵…,11026.0,0.0,True,1.13282e+18,2019-05-27,01:21:00,1
70,Twitter for iPhone,Congratulations to the Great (and my friend) Roger Penske on winning his 18th (UNBELIEVABLE!) Indianapolis 500. I am in Japan very early in the morning but I got to watch Simon drive one of the greatest races in the history of the sport. I will see them both &amp; TEAM at the WH!,21287.0,128444.0,False,1.13275e+18,2019-05-26,20:48:00,20
71,Twitter for iPhone,The Great Patriots of Rolling Thunder WILL be coming back to Washington D.C. next year &amp; hopefully for many years to come. It is where they want to be &amp; where they should be. Have a wonderful time today. Thank you to our great men &amp; women of the Pentagon for working it out!,25185.0,109471.0,False,1.13263e+18,2019-05-26,12:53:00,12
72,Twitter for iPhone,“Why doesn’t the press apologize to President Trump for the Russian Collusion Delusion?” @marklevinshow  @JudgeJeanine  How about the Dems also?,21054.0,88806.0,False,1.13263e+18,2019-05-26,12:40:00,12
73,Twitter for iPhone,Thank you @JPN_PMO @AbeShinzo! #POTUSinJapan🇺🇸🇯🇵 https://t.co/fWToB1XotG,52646.0,194097.0,False,1.13262e+18,2019-05-26,12:26:00,12
74,Twitter for iPhone,Tonight in Tokyo Japan at the Ryōgoku Kokugikan Stadium it was my great honor to present the first-ever U.S. President’s Cup to Sumo Grand Champion Asanoyama. Congratulations! A great time had by all thank you @AbeShinzo!! https://t.co/nwwxJl6KXH,24840.0,101192.0,False,1.13261e+18,2019-05-26,11:48:00,11
75,Twitter for iPhone,Great progress being made in our Trade Negotiations with Japan. Agriculture and beef heavily in play. Much will wait until after their July elections where I anticipate big numbers!,21168.0,87213.0,False,1.13251e+18,2019-05-26,04:39:00,4
76,Twitter for iPhone,Great fun and meeting with Prime Minister @AbeShinzo. Numerous Japanese officials told me that the Democrats would rather see the United States fail than see me or the Republican Party succeed - Death Wish!,17568.0,70791.0,False,1.13251e+18,2019-05-26,04:37:00,4
77,Twitter for iPhone,RT @AbeShinzo: 令和初の国賓としてお迎えしたトランプ大統領と千葉でゴルフです。新しい令和の時代も日米同盟をさらに揺るぎないものとしていきたいと考えています。 https://t.co/8ol8790xWY,92258.0,0.0,True,1.1325e+18,2019-05-26,04:14:00,4
78,Twitter for iPhone,Great morning of golf with Prime Minister @AbeShinzo at Mobara Country Club in Chiba Japan! https://t.co/EZeJ8znS51,21331.0,102931.0,False,1.1325e+18,2019-05-26,04:07:00,4
79,Twitter for iPhone,RT @USAmbJapan: Welcome back to Japan Mr. President! @POTUS #POTUSinJapan #Alliance トランプ大統領、日本へようこそ！🇺🇸🇯🇵 https://t.co/kenxM9A7YF,11389.0,0.0,True,1.13246e+18,2019-05-26,01:32:00,1
80,Twitter for iPhone,North Korea fired off some small weapons which disturbed some of my people and others but not me. I have confidence that Chairman Kim will keep his promise to me &amp; also smiled when he called Swampman Joe Biden a low IQ individual &amp; worse. Perhaps that’s sending me a signal?,21619.0,102530.0,False,1.13246e+18,2019-05-26,01:32:00,1
81,Twitter for iPhone,Going to play golf right now with @AbeShinzo. Japan loves the game. Tremendous fans of @JackNicklaus @TigerWoods and @PhilMickelson — I said what about @GaryPlayer they said we love Gary too!,12427.0,65930.0,False,1.13244e+18,2019-05-26,00:33:00,0
82,Twitter for iPhone,RT @AbeShinzo: President Trump and the First Lady are staying in Japan as the first State Guests of the new era “Reiwa”! TOKYO SKYTREE welc…,19043.0,0.0,True,1.13243e+18,2019-05-25,23:47:00,23
83,Twitter for iPhone,RT @USAmbJapan: .@POTUS kicks off historic state visit by discussing ways to deepen economic ties with business leaders. #POTUSinJapan #All…,7948.0,0.0,True,1.13243e+18,2019-05-25,23:24:00,23
84,Twitter for iPhone,North Korea fired off some small weapons which disturbed some of my people and others but not me. I have confidence that Chairman Kim will keep his promise to me &amp; also smiled when he called Swampman Joe  Bidan a low IQ individual &amp; worse. Perhaps that’s sending me a signal?,12028.0,48502.0,False,1.13241e+18,2019-05-25,22:29:00,22
85,Twitter for iPhone,RT @GOPChairwoman: The @realDonaldTrump administration's fight for better trade deals doesn't end with China. The president is working ha…,8646.0,0.0,True,1.13239e+18,2019-05-25,20:45:00,20
86,Twitter for iPhone,In addition to great incompetence and corruption The Smollett case in Chicago is also about a Hate Crime. Remember “MAGA COUNTRY DID IT!” That turned out to be a total lie had nothing to do with “MAGA COUNTRY.” Serious stuff and not even an apology to millions of people!,30479.0,115641.0,False,1.13239e+18,2019-05-25,20:43:00,20
87,Twitter for iPhone,RT @TeamTrump: Dems plan a government TAKEOVER of healthcare.That means ELIMINATING private plans (like Blue Cross/Blue Shield)! @reald…,10092.0,0.0,True,1.13238e+18,2019-05-25,20:27:00,20
88,Twitter for iPhone,RT @JesseBWatters: TOMORROW: Senator @LindseyGrahamSC splashes into @WattersWorld to discuss his relationship with President @realDonaldTru…,5207.0,0.0,True,1.13238e+18,2019-05-25,20:25:00,20
89,Twitter for iPhone,RT @GOPChairwoman: Democrats and the mainstream media loved to talk about transparency until they learned @realDonaldTrump was declassifyin…,15412.0,0.0,True,1.13238e+18,2019-05-25,20:23:00,20
90,Twitter for iPhone,RT @jonvoight: To my fellow Americans. Part 2. https://t.co/uhqpbzwHhS,36227.0,0.0,True,1.13238e+18,2019-05-25,20:03:00,20
91,Twitter for iPhone,Thank you John so nice! https://t.co/cfcXpzjYn7,21013.0,94299.0,False,1.13237e+18,2019-05-25,19:55:00,19
92,Twitter for iPhone,Another activist Obama appointed judge has just ruled against us on a section of the Southern Wall that is already under construction. This is a ruling against Border Security and in favor of crime drugs and human trafficking. We are asking for an expedited appeal!,25843.0,91296.0,False,1.13237e+18,2019-05-25,19:35:00,19
93,Twitter for iPhone,RT @WhiteHouse: After arriving in Tokyo President @realDonaldTrump spoke with Japanese business leaders at the U. S. Ambassador to Japan’s…,10434.0,0.0,True,1.13226e+18,2019-05-25,12:22:00,12
94,Twitter for iPhone,Getting ready to land in Japan with First Lady Melania. We look forward to seeing everyone soon!🇺🇸🇯🇵,17426.0,100470.0,False,1.13219e+18,2019-05-25,07:48:00,7
95,Twitter for iPhone,Can’t believe that Rolling Thunder would be given a hard time with permits in Washington D.C. They are great Patriots who I have gotten to know and see in action. They love our Country and love our Flag. If I can help I will!,23811.0,104794.0,False,1.13219e+18,2019-05-25,07:32:00,7
96,Twitter for iPhone,Democrat Senator Mark Warner is acting and talking like he is in total control of the Senate Intelligence Committee. Their is nothing bipartisan about him. He should not be allowed to take “command” of that Committee. Too important! Remember when he spoke to the Russian jokester?,17169.0,66517.0,False,1.13218e+18,2019-05-25,07:20:00,7
97,Twitter for iPhone,"RT @Jim_Jordan: ""Rep. Jordan: When your focus is attacking Trump you can't do what's best for America""https://t.co/prJJfetQel",14335.0,0.0,True,1.13218e+18,2019-05-25,07:00:00,7
98,Twitter for iPhone,The real trade war began 30 years ago and we lost. This is a bright new Age the Age of Enlightenment. We don’t lose anymore! https://t.co/5ECmBpsI6D,18988.0,69665.0,False,1.13218e+18,2019-05-25,06:57:00,6
99,Twitter for iPhone,RT @Jim_Jordan: We could work together on the big problems facing America.We could solve the border crisis lower the cost of prescriptio…,12616.0,0.0,True,1.13218e+18,2019-05-25,06:51:00,6
100,Twitter for iPhone,RT @Jim_Jordan: Democrats are engaged in presidential obstruction. They're so desperate to stop the President that they won't help the coun…,20741.0,0.0,True,1.13218e+18,2019-05-25,06:51:00,6
101,Twitter for iPhone,In Alaska with our GREAT TROOPS departing shortly for Japan! https://t.co/9a72TMftpN,26501.0,118386.0,False,1.13208e+18,2019-05-25,00:38:00,0
102,Twitter for iPhone,.....The Dems want a second shot at Bob Mueller are very unhappy with the No Collusion Report. They should not be allowed to play this game any longer - no second chances - must get back to work. So bad for our Country!,17608.0,72825.0,False,1.13204e+18,2019-05-24,21:41:00,21
103,Twitter for iPhone,....(with many more to come) and 2 Supreme Court Justices - we are getting into record territory! Thank you all and have a great Memorial Day Weekend.,15559.0,80438.0,False,1.13203e+18,2019-05-24,20:56:00,20
104,Twitter for iPhone,Mitch McConnell and our Republican Senators have been very solid and strong. We have accomplished a great deal together in particular with our Courts 107 Federal Judges....,17598.0,87453.0,False,1.13203e+18,2019-05-24,20:56:00,20
105,Twitter for iPhone,https://t.co/8GRaqVxR8S,27602.0,86830.0,False,1.13202e+18,2019-05-24,20:22:00,20
106,Twitter for iPhone,Departed the @WhiteHouse and am now on Air Force One with the First Lady heading to Japan and looking forward to honoring on behalf of the United States His Majesty the Emperor of Japan. I will also be discussing Trade and Military with my friend Prime Minister @AbeShinzo. https://t.co/uwEjQNbEXE,19405.0,86078.0,False,1.132e+18,2019-05-24,19:01:00,19
107,Twitter for iPhone,I am on Air Force one with the First Lady heading to Japan and looking forward to honoring on behalf of the United States His Majesty the Emperor of Japan. I will also be discussing Trade and Military with my friend Prime Minister @AbeShinzo.,4997.0,21699.0,False,1.13199e+18,2019-05-24,18:16:00,18
108,Twitter for iPhone,Just spoke to Prime Minister @NarendraModi where I congratulated him on his big political victory. He is a great man and leader for the people of India - they are lucky to have him!,45933.0,213484.0,False,1.13198e+18,2019-05-24,18:00:00,18
109,Twitter for iPhone,Congratulations to Tom Cotton - his book “Sacred Duty: A Solider’s Tour at Arlington National Cemetery” just hit the best sellers list. I was at @ArlingtonNatl yesterday &amp; the people there were so grateful for Tom’s inspiring portrait of “The Old Guard.” Great job @TomCottonAR!,11391.0,50955.0,False,1.13198e+18,2019-05-24,17:31:00,17
110,Twitter for iPhone,I don’t know why the Radical Left Democrats want Bob Mueller to testify when he just issued a 40 Million Dollar Report that states loud &amp; clear &amp; for all to hear No Collusion and No Obstruction (how do you Obstruct a NO crime?) Dems are just looking for trouble and a Do-Over!,22746.0,92032.0,False,1.1319e+18,2019-05-24,12:34:00,12
111,Twitter for iPhone,“If they try to Impeach President Trump who has done nothing wrong (No Collusion) they will end up getting him re-elected” @LindseyGrahamSC Impeachment is for High Crimes and Misdemeanors. There were no High Crimes and Misdemeanors except for those committed by the other side!,29072.0,116586.0,False,1.1319e+18,2019-05-24,12:19:00,12
